# Mission & Bounty Drop Tables
FORMAT: Mission rewards organized by ## Planet, ### Node — Mode. Rotation rewards in tables: Item | Rarity | Chance. Bounties show tier rewards with stage and % in tables.
INDEX: Mission Rewards (24 entries) | Sortie Rewards (1 entries) | Transient Rewards (51 entries) | Key Rewards (24 entries) | Cetus Bounty Rewards (10 entries) | Solaris Bounty Rewards (11 entries) | Deimos Bounty Rewards (12 entries) | Zariman Bounty Rewards (5 entries) | Entrati Lab Rewards (5 entries) | Hex Bounty Rewards (7 entries)

# Mission Rewards
All mission reward tables organized by planet and node. Shows game mode, rotation rewards (A/B/C), item names, rarity, and exact drop percentages.

## Mercury
### Apollodorus — Survival
**Rotation A:**
| Item | Rarity | Chance |
| Meso A9 Relic | Rare | 7.74% |
| Meso E7 Relic | Rare | 7.74% |

### Mordo Cluster — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 5.50% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Ii | Rare | 6.00% |
| Lavan Reactor Mk Ii | Rare | 6.00% |
| Lavan Shield Array Mk Ii | Rare | 6.00% |
| Lavan Plating Mk Ii | Rare | 6.00% |
| Vidar Engines Mk Ii | Rare | 6.00% |
| Vidar Reactor Mk Ii | Rare | 6.00% |
| Vidar Shield Array Mk Ii | Rare | 6.00% |
| Vidar Plating Mk Ii | Rare | 6.00% |
| Meso L4 Relic | Rare | 1.75% |
| Meso V15 Relic | Rare | 1.75% |
| Meso X1 Relic | Rare | 1.75% |
| Meso D8 Relic | Rare | 1.75% |
| Meso V13 Relic | Rare | 1.75% |
| Meso A10 Relic | Rare | 1.75% |
| Meso A9 Relic | Rare | 1.75% |
| Meso E7 Relic | Rare | 1.75% |

### Mordo Cluster (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Mordo Cluster (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| Oberon Chassis Blueprint | Uncommon | 10.00% |
| Countermeasures | Rare | 4.03% |
| Munitions Vortex | Rare | 4.03% |
| Blackout Pulse | Rare | 4.03% |
| Meso L4 Relic | Rare | 5.99% |
| Meso X1 Relic | Rare | 5.99% |
| Meso D8 Relic | Rare | 5.99% |
| Meso V13 Relic | Rare | 5.99% |
| Meso A10 Relic | Rare | 5.99% |
| Meso A9 Relic | Rare | 5.99% |
| Meso E7 Relic | Rare | 5.99% |
| Lith C7 Relic | Rare | 6.00% |

### Kasio's Rest — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 5.50% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Ii | Rare | 6.00% |
| Lavan Reactor Mk Ii | Rare | 6.00% |
| Lavan Shield Array Mk Ii | Rare | 6.00% |
| Lavan Plating Mk Ii | Rare | 6.00% |
| Vidar Engines Mk Ii | Rare | 6.00% |
| Vidar Reactor Mk Ii | Rare | 6.00% |
| Vidar Shield Array Mk Ii | Rare | 6.00% |
| Vidar Plating Mk Ii | Rare | 6.00% |
| Meso L4 Relic | Rare | 1.75% |
| Meso V15 Relic | Rare | 1.75% |
| Meso X1 Relic | Rare | 1.75% |
| Meso D8 Relic | Rare | 1.75% |
| Meso V13 Relic | Rare | 1.75% |
| Meso A10 Relic | Rare | 1.75% |
| Meso A9 Relic | Rare | 1.75% |
| Meso E7 Relic | Rare | 1.75% |

### Kasio's Rest (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Kasio's Rest (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| Oberon Chassis Blueprint | Uncommon | 10.00% |
| Countermeasures | Rare | 4.03% |
| Munitions Vortex | Rare | 4.03% |
| Blackout Pulse | Rare | 4.03% |
| Meso L4 Relic | Rare | 5.99% |
| Meso X1 Relic | Rare | 5.99% |
| Meso D8 Relic | Rare | 5.99% |
| Meso V13 Relic | Rare | 5.99% |
| Meso A10 Relic | Rare | 5.99% |
| Meso A9 Relic | Rare | 5.99% |
| Meso E7 Relic | Rare | 5.99% |
| Lith C7 Relic | Rare | 6.00% |

### Nodo Gap — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 5.50% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Ii | Rare | 6.00% |
| Lavan Reactor Mk Ii | Rare | 6.00% |
| Lavan Shield Array Mk Ii | Rare | 6.00% |
| Lavan Plating Mk Ii | Rare | 6.00% |
| Vidar Engines Mk Ii | Rare | 6.00% |
| Vidar Reactor Mk Ii | Rare | 6.00% |
| Vidar Shield Array Mk Ii | Rare | 6.00% |
| Vidar Plating Mk Ii | Rare | 6.00% |
| Meso L4 Relic | Rare | 1.75% |
| Meso V15 Relic | Rare | 1.75% |
| Meso X1 Relic | Rare | 1.75% |
| Meso D8 Relic | Rare | 1.75% |
| Meso V13 Relic | Rare | 1.75% |
| Meso A10 Relic | Rare | 1.75% |
| Meso A9 Relic | Rare | 1.75% |
| Meso E7 Relic | Rare | 1.75% |

### Nodo Gap (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Nodo Gap (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| Oberon Chassis Blueprint | Uncommon | 10.00% |
| Countermeasures | Rare | 4.03% |
| Munitions Vortex | Rare | 4.03% |
| Blackout Pulse | Rare | 4.03% |
| Meso L4 Relic | Rare | 5.99% |
| Meso X1 Relic | Rare | 5.99% |
| Meso D8 Relic | Rare | 5.99% |
| Meso V13 Relic | Rare | 5.99% |
| Meso A10 Relic | Rare | 5.99% |
| Meso A9 Relic | Rare | 5.99% |
| Meso E7 Relic | Rare | 5.99% |
| Lith C7 Relic | Rare | 6.00% |

### Lupal Pass — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 5.50% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Ii | Rare | 6.00% |
| Lavan Reactor Mk Ii | Rare | 6.00% |
| Lavan Shield Array Mk Ii | Rare | 6.00% |
| Lavan Plating Mk Ii | Rare | 6.00% |
| Vidar Engines Mk Ii | Rare | 6.00% |
| Vidar Reactor Mk Ii | Rare | 6.00% |
| Vidar Shield Array Mk Ii | Rare | 6.00% |
| Vidar Plating Mk Ii | Rare | 6.00% |
| Meso L4 Relic | Rare | 1.75% |
| Meso V15 Relic | Rare | 1.75% |
| Meso X1 Relic | Rare | 1.75% |
| Meso D8 Relic | Rare | 1.75% |
| Meso V13 Relic | Rare | 1.75% |
| Meso A10 Relic | Rare | 1.75% |
| Meso A9 Relic | Rare | 1.75% |
| Meso E7 Relic | Rare | 1.75% |

### Lupal Pass (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Lupal Pass (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| Oberon Chassis Blueprint | Uncommon | 10.00% |
| Countermeasures | Rare | 4.03% |
| Munitions Vortex | Rare | 4.03% |
| Blackout Pulse | Rare | 4.03% |
| Meso L4 Relic | Rare | 5.99% |
| Meso X1 Relic | Rare | 5.99% |
| Meso D8 Relic | Rare | 5.99% |
| Meso V13 Relic | Rare | 5.99% |
| Meso A10 Relic | Rare | 5.99% |
| Meso A9 Relic | Rare | 5.99% |
| Meso E7 Relic | Rare | 5.99% |
| Lith C7 Relic | Rare | 6.00% |

### Vand Cluster — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| 2X Riven Sliver | Rare | 5.50% |
| Forma Blueprint | Rare | 2.50% |
| Lavan Engines Mk Ii | Rare | 6.00% |
| Lavan Reactor Mk Ii | Rare | 6.00% |
| Lavan Shield Array Mk Ii | Rare | 6.00% |
| Lavan Plating Mk Ii | Rare | 6.00% |
| Vidar Engines Mk Ii | Rare | 6.00% |
| Vidar Reactor Mk Ii | Rare | 6.00% |
| Vidar Shield Array Mk Ii | Rare | 6.00% |
| Vidar Plating Mk Ii | Rare | 6.00% |
| Meso L4 Relic | Rare | 1.75% |
| Meso V15 Relic | Rare | 1.75% |
| Meso X1 Relic | Rare | 1.75% |
| Meso D8 Relic | Rare | 1.75% |
| Meso V13 Relic | Rare | 1.75% |
| Meso A10 Relic | Rare | 1.75% |
| Meso A9 Relic | Rare | 1.75% |
| Meso E7 Relic | Rare | 1.75% |

### Vand Cluster (Extra) — Skirmish
| Item | Rarity | Chance |
|---|---|---|
| 200X Carbides | Uncommon | 28.57% |
| 200X Titanium | Uncommon | 28.57% |
| 5X Gallos Rods | Uncommon | 14.29% |
| 5X Asterite | Uncommon | 14.29% |
| Komms | Rare | 7.14% |
| Nullstones | Rare | 7.14% |

### Vand Cluster (Caches) — Caches
| Item | Rarity | Chance |
|---|---|---|
| 300 Endo | Uncommon | 20.00% |
| 450 Endo | Uncommon | 10.00% |
| Oberon Chassis Blueprint | Uncommon | 10.00% |
| Countermeasures | Rare | 4.03% |
| Munitions Vortex | Rare | 4.03% |
| Blackout Pulse | Rare | 4.03% |
| Meso L4 Relic | Rare | 5.99% |
| Meso X1 Relic | Rare | 5.99% |
| Meso D8 Relic | Rare | 5.99% |
| Meso V13 Relic | Rare | 5.99% |
| Meso A10 Relic | Rare | 5.99% |
| Meso A9 Relic | Rare | 5.99% |
| Meso E7 Relic | Rare | 5.99% |
| Lith C7 Relic | Rare | 6.00% |

### Mimas — Rescue (Event)
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vapor Specter Blueprint | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Phase Specter Blueprint | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Force Specter Blueprint | Common | 100.00% |

### Tethys — Assassination
| Item | Rarity | Chance |
|---|---|---|
| Ember Neuroptics Blueprint | Common | 38.72% |
| Ember Chassis Blueprint | Common | 38.72% |
| Ember Systems Blueprint | Uncommon | 22.56% |

### Phoebe — Capture (Event)
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Uncommon | 10.84% |
| Fast Deflection | Uncommon | 10.84% |
| Rush | Uncommon | 11.06% |
| Magazine Warp | Uncommon | 10.84% |
| Trick Mag | Uncommon | 10.84% |
| Pressure Point | Legendary | 0.34% |
| Ammo Drum | Uncommon | 11.06% |
| Fast Hands | Uncommon | 10.84% |
| Quickdraw | Uncommon | 10.84% |
| Health Restore (Large) | Uncommon | 10.84% |
| Omni Ammo Box | Legendary | 0.34% |
| North Wind | Legendary | 0.34% |
| Shocking Touch | Legendary | 0.34% |
| Molten Impact | Legendary | 0.34% |
| Stretch | Legendary | 0.34% |

### Rhea — Interception
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Rare | 9.09% |
| Magazine Warp | Rare | 9.09% |
| Trick Mag | Rare | 9.09% |
| Meso L4 Relic | Rare | 9.09% |
| Meso V15 Relic | Rare | 9.09% |
| Meso X1 Relic | Rare | 9.09% |
| Meso D8 Relic | Rare | 9.09% |
| Meso V13 Relic | Rare | 9.09% |
| Meso A10 Relic | Rare | 9.09% |
| Meso A9 Relic | Rare | 9.09% |
| Meso E7 Relic | Rare | 9.09% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Target Cracker | Rare | 7.14% |
| No Return | Rare | 7.14% |
| Serration | Rare | 7.14% |
| Hornet Strike | Rare | 7.14% |
| Reflex Coil | Rare | 7.14% |
| North Wind | Rare | 7.14% |
| Hell's Chamber | Rare | 7.14% |
| Neo C7 Relic | Rare | 7.14% |
| Neo S20 Relic | Rare | 7.14% |
| Neo P10 Relic | Rare | 7.14% |
| Neo N24 Relic | Rare | 7.14% |
| Neo V11 Relic | Rare | 7.14% |
| Neo K9 Relic | Rare | 7.14% |
| Neo T10 Relic | Rare | 7.14% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Neo C7 Relic | Uncommon | 14.29% |
| Neo S20 Relic | Uncommon | 14.29% |
| Neo P10 Relic | Uncommon | 14.29% |
| Neo N24 Relic | Uncommon | 14.29% |
| Neo V11 Relic | Uncommon | 14.29% |
| Neo K9 Relic | Uncommon | 14.29% |
| Neo T10 Relic | Uncommon | 14.29% |

### Pallene (Caches) — Caches (Event)
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 5,000 Credits Cache | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 22.11% |
| 400 Endo | Rare | 1.01% |
| 400 Endo | Rare | 1.01% |
| 300X Polymer Bundle | Uncommon | 12.65% |
| 350X Rubedo | Uncommon | 12.65% |
| 300X Plastids | Uncommon | 12.65% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Uncommon | 15.10% |
| 600 Endo | Uncommon | 15.10% |
| 600 Endo | Rare | 4.40% |
| Orokin Cell | Uncommon | 15.10% |
| Gallium | Uncommon | 15.10% |
| Neurodes | Uncommon | 15.10% |
| 2X Orokin Cell | Rare | 4.40% |
| 2X Gallium | Rare | 4.40% |
| 2X Neurodes | Rare | 4.40% |
| Tellurium | Rare | 4.40% |
| Argon Crystal | Rare | 1.00% |
| Nitain Extract | Rare | 1.00% |
| Xiphos Engines Blueprint | Legendary | 0.50% |

### Aegaeon — Spy (Event)
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Rare | 9.09% |
| Magazine Warp | Rare | 9.09% |
| Trick Mag | Rare | 9.09% |
| Pressure Point | Rare | 9.09% |
| Ammo Drum | Rare | 9.09% |
| Fast Hands | Rare | 9.09% |
| Point Strike | Rare | 9.09% |
| Piercing Hit | Rare | 9.09% |
| Pistol Gambit | Rare | 9.09% |
| Blunderbuss | Rare | 9.09% |
| Live Wire | Rare | 9.09% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Speed Trigger | Rare | 5.56% |
| Fast Deflection | Rare | 5.56% |
| Rush | Rare | 5.56% |
| Target Cracker | Rare | 5.56% |
| No Return | Rare | 5.56% |
| Serration | Rare | 5.56% |
| Hornet Strike | Rare | 5.56% |
| Reflex Coil | Rare | 5.56% |
| Deep Freeze | Rare | 5.56% |
| North Wind | Rare | 5.56% |
| Cryo Rounds | Rare | 5.56% |
| Hell's Chamber | Rare | 5.56% |
| Streamline | Rare | 5.56% |
| Shocking Touch | Rare | 5.56% |
| Stormbringer | Rare | 5.56% |
| Point Blank | Rare | 5.56% |
| Fury | Rare | 5.56% |
| 50 Endo | Rare | 5.56% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Ivara Chassis Blueprint | Uncommon | 22.56% |
| Rime Rounds | Rare | 7.74% |
| Scattering Inferno | Rare | 7.74% |
| Meso L4 Relic | Rare | 7.74% |
| Meso V15 Relic | Rare | 7.74% |
| Meso X1 Relic | Rare | 7.74% |
| Meso D8 Relic | Rare | 7.74% |
| Meso V13 Relic | Rare | 7.74% |
| Meso A10 Relic | Rare | 7.74% |
| Meso A9 Relic | Rare | 7.74% |
| Meso E7 Relic | Rare | 7.74% |

### Cassini — Capture
| Item | Rarity | Chance |
|---|---|---|
| Vitality | Uncommon | 10.84% |
| Fast Deflection | Uncommon | 10.84% |
| Rush | Uncommon | 11.06% |
| Magazine Warp | Uncommon | 10.84% |
| Trick Mag | Uncommon | 10.84% |
| Pressure Point | Legendary | 0.34% |
| Ammo Drum | Uncommon | 11.06% |
| Fast Hands | Uncommon | 10.84% |
| Quickdraw | Uncommon | 10.84% |
| Health Restore (Large) | Uncommon | 10.84% |
| Omni Ammo Box | Legendary | 0.34% |
| North Wind | Legendary | 0.34% |
| Shocking Touch | Legendary | 0.34% |
| Molten Impact | Legendary | 0.34% |
| Stretch | Legendary | 0.34% |

### Anthe — Rescue
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Phase Specter Blueprint | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Force Specter Blueprint | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Cosmic Specter Blueprint | Common | 100.00% |

### Numa — Rescue
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vapor Specter Blueprint | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Phase Specter Blueprint | Common | 100.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Force Specter Blueprint | Common | 100.00% |

### Calypso (Caches) — Caches
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 5,000 Credits Cache | Common | 100.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 12.65% |
| 400 Endo | Uncommon | 22.11% |
| 400 Endo | Rare | 1.01% |
| 400 Endo | Rare | 1.01% |
| 300X Polymer Bundle | Uncommon | 12.65% |
| 350X Rubedo | Uncommon | 12.65% |
| 300X Plastids | Uncommon | 12.65% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 600 Endo | Uncommon | 15.10% |
| 600 Endo | Uncommon | 15.10% |
| 600 Endo | Rare | 4.40% |
| Orokin Cell | Uncommon | 15.10% |
| Gallium | Uncommon | 15.10% |
| Neurodes | Uncommon | 15.10% |
| 2X Orokin Cell | Rare | 4.40% |
| 2X Gallium | Rare | 4.40% |
| 2X Neurodes | Rare | 4.40% |
| Tellurium | Rare | 4.40% |
| Argon Crystal | Rare | 1.00% |
| Nitain Extract | Rare | 1.00% |
| Xiphos Engines Blueprint | Legendary | 0.50% |

### Pandora — Pursuit
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Rare | 4.74% |
| 400 Endo | Rare | 3.16% |
| 400 Endo | Rare | 1.01% |
| 400 Endo | Rare | 1.01% |
| 400 Endo | Rare | 4.74% |
| Tempered Blade | Rare | 4.74% |
| Sudden Impact | Rare | 4.74% |
| Poisonous Sting | Rare | 4.74% |
| Glacial Edge | Rare | 4.74% |
| Conductive Blade | Rare | 4.74% |
| Furor | Rare | 4.74% |
| Extend | Rare | 3.16% |
| Superior Defenses | Rare | 3.16% |
| Cutting Edge | Rare | 3.16% |
| System Reroute | Rare | 3.16% |
| Efficient Transferral | Rare | 3.16% |
| Blazing Steel | Rare | 3.16% |
| Meso L4 Relic | Rare | 4.74% |
| Meso V15 Relic | Rare | 4.74% |
| Meso X1 Relic | Rare | 4.74% |
| Meso D8 Relic | Rare | 4.74% |
| Meso V13 Relic | Rare | 4.74% |
| Meso A10 Relic | Rare | 4.74% |
| Meso A9 Relic | Rare | 4.74% |
| Meso E7 Relic | Rare | 4.74% |

### Cephalon Capture — Conclave
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Rare | 8.33% |
| Blind Shot | Rare | 2.48% |
| Hydraulic Barrel | Rare | 2.48% |
| Lucky Shot | Rare | 2.48% |
| Hydraulic Gauge | Rare | 2.48% |
| Hydraulic Chamber | Rare | 2.48% |
| Feathered Arrows | Rare | 2.48% |
| Heightened Reflexes | Rare | 2.48% |
| Hastened Steps | Rare | 2.48% |
| Adrenaline Boost | Rare | 2.48% |
| Vital Systems Bypass | Rare | 2.48% |
| Secondary Wind | Rare | 2.48% |
| Deft Tempo | Rare | 2.48% |
| Plan B | Rare | 2.48% |
| Kill Switch | Rare | 2.48% |
| Gorgon Frenzy | Rare | 2.48% |
| Grinloked | Rare | 2.48% |
| Double Tap | Rare | 2.48% |
| Triple Tap | Rare | 2.48% |
| Final Tap | Rare | 2.48% |
| Directed Convergence | Rare | 2.48% |
| Sudden Justice | Rare | 2.48% |
| Focused Acceleration | Rare | 2.48% |
| Measured Burst | Rare | 2.48% |
| Heavy Warhead | Rare | 2.48% |
| Final Act | Rare | 2.48% |
| Tactical Retreat | Rare | 2.48% |
| Mortal Conduct | Rare | 2.48% |
| Soaring Strike | Rare | 2.48% |
| Emergent Aftermath | Rare | 2.48% |
| Static Alacrity | Rare | 2.48% |
| Thundermiter | Rare | 2.48% |
| Shrapnel Rounds | Rare | 2.48% |
| Ambush Optics | Rare | 2.48% |
| Skull Shots | Rare | 2.48% |
| Brain Storm | Rare | 2.48% |
| Draining Gloom | Rare | 2.48% |
| Precision Munition | Rare | 2.48% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400X Alloy Plate | Uncommon | 12.65% |
| 600X Cryotic | Uncommon | 12.65% |
| 400X Ferrite | Uncommon | 12.65% |
| 500X Nano Spores | Uncommon | 12.65% |
| 500X Polymer Bundle | Uncommon | 12.65% |
| 600X Salvage | Uncommon | 12.65% |
| 100X Circuits | Rare | 7.37% |
| 120X Plastids | Rare | 7.37% |
| 100X Rubedo | Rare | 7.37% |
| Argon Crystal | Legendary | 0.25% |
| Control Module | Legendary | 0.25% |
| Gallium | Legendary | 0.25% |
| Morphics | Legendary | 0.25% |
| Neural Sensors | Legendary | 0.25% |
| Neurodes | Legendary | 0.25% |
| Orokin Cell | Legendary | 0.25% |
| Forma Blueprint | Legendary | 0.25% |

### Cephalon Capture (Extra) — Conclave
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Rare | 8.33% |
| Blind Shot | Rare | 2.48% |
| Hydraulic Barrel | Rare | 2.48% |
| Lucky Shot | Rare | 2.48% |
| Hydraulic Gauge | Rare | 2.48% |
| Hydraulic Chamber | Rare | 2.48% |
| Feathered Arrows | Rare | 2.48% |
| Heightened Reflexes | Rare | 2.48% |
| Hastened Steps | Rare | 2.48% |
| Adrenaline Boost | Rare | 2.48% |
| Vital Systems Bypass | Rare | 2.48% |
| Secondary Wind | Rare | 2.48% |
| Deft Tempo | Rare | 2.48% |
| Plan B | Rare | 2.48% |
| Kill Switch | Rare | 2.48% |
| Gorgon Frenzy | Rare | 2.48% |
| Grinloked | Rare | 2.48% |
| Double Tap | Rare | 2.48% |
| Triple Tap | Rare | 2.48% |
| Final Tap | Rare | 2.48% |
| Directed Convergence | Rare | 2.48% |
| Sudden Justice | Rare | 2.48% |
| Focused Acceleration | Rare | 2.48% |
| Measured Burst | Rare | 2.48% |
| Heavy Warhead | Rare | 2.48% |
| Final Act | Rare | 2.48% |
| Tactical Retreat | Rare | 2.48% |
| Mortal Conduct | Rare | 2.48% |
| Soaring Strike | Rare | 2.48% |
| Emergent Aftermath | Rare | 2.48% |
| Static Alacrity | Rare | 2.48% |
| Thundermiter | Rare | 2.48% |
| Shrapnel Rounds | Rare | 2.48% |
| Ambush Optics | Rare | 2.48% |
| Skull Shots | Rare | 2.48% |
| Brain Storm | Rare | 2.48% |
| Draining Gloom | Rare | 2.48% |
| Precision Munition | Rare | 2.48% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400X Alloy Plate | Uncommon | 12.65% |
| 600X Cryotic | Uncommon | 12.65% |
| 400X Ferrite | Uncommon | 12.65% |
| 500X Nano Spores | Uncommon | 12.65% |
| 500X Polymer Bundle | Uncommon | 12.65% |
| 600X Salvage | Uncommon | 12.65% |
| 100X Circuits | Rare | 7.37% |
| 120X Plastids | Rare | 7.37% |
| 100X Rubedo | Rare | 7.37% |
| Argon Crystal | Legendary | 0.25% |
| Control Module | Legendary | 0.25% |
| Gallium | Legendary | 0.25% |
| Morphics | Legendary | 0.25% |
| Neural Sensors | Legendary | 0.25% |
| Neurodes | Legendary | 0.25% |
| Orokin Cell | Legendary | 0.25% |
| Forma Blueprint | Legendary | 0.25% |

### Team Annihilation — Conclave
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Rare | 8.33% |
| Blind Shot | Rare | 2.48% |
| Hydraulic Barrel | Rare | 2.48% |
| Lucky Shot | Rare | 2.48% |
| Hydraulic Gauge | Rare | 2.48% |
| Hydraulic Chamber | Rare | 2.48% |
| Feathered Arrows | Rare | 2.48% |
| Heightened Reflexes | Rare | 2.48% |
| Hastened Steps | Rare | 2.48% |
| Adrenaline Boost | Rare | 2.48% |
| Vital Systems Bypass | Rare | 2.48% |
| Secondary Wind | Rare | 2.48% |
| Deft Tempo | Rare | 2.48% |
| Plan B | Rare | 2.48% |
| Kill Switch | Rare | 2.48% |
| Gorgon Frenzy | Rare | 2.48% |
| Grinloked | Rare | 2.48% |
| Double Tap | Rare | 2.48% |
| Triple Tap | Rare | 2.48% |
| Final Tap | Rare | 2.48% |
| Directed Convergence | Rare | 2.48% |
| Sudden Justice | Rare | 2.48% |
| Focused Acceleration | Rare | 2.48% |
| Measured Burst | Rare | 2.48% |
| Heavy Warhead | Rare | 2.48% |
| Final Act | Rare | 2.48% |
| Tactical Retreat | Rare | 2.48% |
| Mortal Conduct | Rare | 2.48% |
| Soaring Strike | Rare | 2.48% |
| Emergent Aftermath | Rare | 2.48% |
| Static Alacrity | Rare | 2.48% |
| Thundermiter | Rare | 2.48% |
| Shrapnel Rounds | Rare | 2.48% |
| Ambush Optics | Rare | 2.48% |
| Skull Shots | Rare | 2.48% |
| Brain Storm | Rare | 2.48% |
| Draining Gloom | Rare | 2.48% |
| Precision Munition | Rare | 2.48% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400X Alloy Plate | Uncommon | 12.65% |
| 600X Cryotic | Uncommon | 12.65% |
| 400X Ferrite | Uncommon | 12.65% |
| 500X Nano Spores | Uncommon | 12.65% |
| 500X Polymer Bundle | Uncommon | 12.65% |
| 600X Salvage | Uncommon | 12.65% |
| 100X Circuits | Rare | 7.37% |
| 120X Plastids | Rare | 7.37% |
| 100X Rubedo | Rare | 7.37% |
| Argon Crystal | Legendary | 0.25% |
| Control Module | Legendary | 0.25% |
| Gallium | Legendary | 0.25% |
| Morphics | Legendary | 0.25% |
| Neural Sensors | Legendary | 0.25% |
| Neurodes | Legendary | 0.25% |
| Orokin Cell | Legendary | 0.25% |
| Forma Blueprint | Legendary | 0.25% |

### Team Annihilation (Extra) — Conclave
